index,req,ts,engine,cmdtr,tr,rsp,send,recv,rts,rengine,rtr,accep,rtt1,rtt2,rtt3,rtt4,rtt5,rtt6,rtt7,rtt8,rtt9,rtt10,rtt11,send_req_rtt,accept_req_rtt
4087,70598862,70598863,70598865,70598868,70598875,70598883,70598875,70602243,0,70602246,70602249,70602253,1,2,3,10,8,0,3368,-70602243,70602246,3,4,13,3391
4088,70643700,70643701,70643703,70643706,70643712,70643722,70643713,70646949,0,70646952,70646956,70646960,1,2,3,9,10,1,3236,-70646949,70646952,4,4,13,3260
4089,70915881,70915882,70915884,70915892,70915900,70915909,70915899,70919221,0,70919224,70919228,70919233,1,2,8,16,9,-1,3322,-70919221,70919224,4,5,18,3352
4090,71373448,71373449,71373451,71373456,71373463,71373473,71373463,71376886,0,71376888,71376893,71376897,1,2,5,12,10,0,3423,-71376886,71376888,5,4,15,3449
4091,73667243,73667243,73667245,73667251,73667259,73667269,73667259,73670756,0,73670758,73670762,73670766,0,2,6,14,10,0,3497,-73670756,73670758,4,4,16,3523
4092,74770607,74770608,74770610,74770618,74770627,74770637,74770625,74774083,0,74774085,74774089,74774094,1,2,8,17,10,-2,3458,-74774083,74774085,4,5,18,3487
4093,75270100,75270101,75270103,75270108,75270115,75270125,75270115,75273436,0,75273439,75273442,75273446,1,2,5,12,10,0,3321,-75273436,75273439,3,4,15,3346
4094,75788929,75788930,75788932,75788936,75788941,75788951,75788942,75792465,0,75792468,75792470,75792474,1,2,4,9,10,1,3523,-75792465,75792468,2,4,13,3545
4095,75792890,75792891,75792893,75792896,75792902,75792913,75792903,75796392,0,75796395,75796398,75796402,1,2,3,9,11,1,3489,-75796392,75796395,3,4,13,3512
4096,75797156,75797157,75797159,75797162,75797167,75797177,75797169,75801605,0,75801609,75801612,75801615,1,2,3,8,10,2,4436,-75801605,75801609,3,3,13,4459
4097,77136723,77136726,77136728,77136737,77136750,77136752,77136745,77140135,0,77140138,77140142,77140147,3,2,9,22,2,-5,3390,-77140135,77140138,4,5,22,3424
4098,91642362,91642364,91642366,91642385,91642412,91642414,91642401,91645866,0,91645870,91645876,91645880,2,2,19,46,2,-11,3465,-91645866,91645870,6,4,39,3518
4099,91670755,91670758,91670760,91670764,91670771,91670780,91670771,91674087,0,91674090,91674094,91674098,3,2,4,11,9,0,3316,-91674087,91674090,4,4,16,3343
4100,91680615,91680618,91680618,91680622,91680627,91680635,91680627,91684050,0,91684052,91684055,91684058,3,0,4,9,8,0,3423,-91684050,91684052,3,3,12,3443
4101,91732702,91732704,91732706,91732709,91732716,91732728,91732719,91736128,0,91736131,91736133,91736137,2,2,3,10,12,3,3409,-91736128,91736131,2,4,17,3435
4102,134679214,134679215,134679218,134679235,134679254,134679256,134679249,134682473,0,134682477,134682483,134682488,1,3,17,36,2,-5,3224,-134682473,134682477,6,5,35,3274
4103,134982009,134982010,134982012,134982016,134982021,134982030,134982022,134984401,0,134984403,134984406,134984409,1,2,4,9,9,1,2379,-134984401,134984403,3,3,13,2400
4104,173080763,173080766,173080768,173080788,173080812,173080815,173080802,173084257,0,173084261,173084265,173084270,3,2,20,44,3,-10,3455,-173084257,173084261,4,5,39,3507
4105,175669844,175669845,175669848,175669858,175669871,175669873,175669867,175673390,0,175673393,175673397,175673403,1,3,10,23,2,-4,3523,-175673390,175673393,4,6,23,3559
4106,182870898,182870899,182870901,182870915,182870934,182870936,182870926,182874665,0,182874668,182874673,182874677,1,2,14,33,2,-8,3739,-182874665,182874668,5,4,28,3779
4107,182879222,182879223,182879225,182879229,182879235,182879244,182879236,182882643,0,182882646,182882649,182882652,1,2,4,10,9,1,3407,-182882643,182882646,3,3,14,3430
4108,182948336,182948337,182948339,182948343,182948349,182948350,182948349,182951677,0,182951681,182951684,182951687,1,2,4,10,1,0,3328,-182951677,182951681,3,3,13,3351
4109,229090563,229090564,229090567,229090584,229090602,229090605,229090598,229093060,0,229093063,229093069,229093074,1,3,17,35,3,-4,2462,-229093060,229093063,6,5,35,2511
4110,302994089,302994090,302994092,302994111,302994129,302994132,302994126,302996720,0,302996723,302996728,302996733,1,2,19,37,3,-3,2594,-302996720,302996723,5,5,37,2644
4111,517950756,517950758,517950760,517950778,517950797,517950800,517950793,517953347,0,517953351,517953357,517953361,2,2,18,37,3,-4,2554,-517953347,517953351,6,4,37,2605
4112,535967420,535967422,535967424,535967442,535967466,535967469,535967456,535970805,0,535970809,535970814,535970819,2,2,18,42,3,-10,3349,-535970805,535970809,5,5,36,3399
4113,578054674,578054675,578054677,578054695,578054715,578054717,578054710,578058191,0,578058194,578058200,578058205,1,2,18,38,2,-5,3481,-578058191,578058194,6,5,36,3531
4114,581331740,581331741,581331743,581331749,581331756,581331766,581331757,581335150,0,581335153,581335157,581335161,1,2,6,13,10,1,3393,-581335150,581335153,4,4,17,3421
4115,581378421,581378422,581378424,581378428,581378433,581378443,581378435,581380848,0,581380851,581380853,581380857,1,2,4,9,10,2,2413,-581380848,581380851,2,4,14,2436
4116,742632604,742632605,742632607,742632625,742632645,742632647,742632640,742635912,0,742635916,742635922,742635927,1,2,18,38,2,-5,3272,-742635912,742635916,6,5,36,3323
4117,742632612,742632613,742632650,742632653,742632658,742632665,742632676,742635960,0,742635962,742635965,742635968,1,37,3,8,7,18,3284,-742635960,742635962,3,3,64,3356
4118,749075286,749075287,749075290,749075307,749075332,749075335,749075319,749078574,0,749078577,749078583,749078587,1,3,17,42,3,-13,3255,-749078574,749078577,6,4,33,3301
4119,769509455,769509458,769509460,769509479,769509503,769509505,769509493,769513035,0,769513038,769513043,769513046,3,2,19,43,2,-10,3542,-769513035,769513038,5,3,38,3591
4120,769530917,769530918,769530920,769530924,769530932,769530939,769530932,769534457,0,769534460,769534462,769534466,1,2,4,12,7,0,3525,-769534457,769534460,2,4,15,3549
4121,769567652,769567653,769567655,769567663,769567674,769567676,769567671,769571081,0,769571084,769571088,769571092,1,2,8,19,2,-3,3410,-769571081,769571084,4,4,19,3440
4122,769583579,769583580,769583582,769583586,769583594,769583595,769583594,769587091,0,769587093,769587097,769587101,1,2,4,12,1,0,3497,-769587091,769587093,4,4,15,3522
4123,773593599,773593601,773593603,773593612,773593626,773593639,773593622,773597217,0,773597220,773597224,773597228,2,2,9,23,13,-4,3595,-773597217,773597220,4,4,23,3629
4124,815912944,815912945,815912947,815912965,815912983,815912986,815912979,815916517,0,815916520,815916526,815916531,1,2,18,36,3,-4,3538,-815916517,815916520,6,5,35,3587
4125,896027528,896027529,896027531,896027552,896027577,896027580,896027568,896031126,0,896031129,896031136,896031141,1,2,21,46,3,-9,3558,-896031126,896031129,7,5,40,3613
4126,896034033,896034034,896034036,896034040,896034048,896034048,896034047,896037316,0,896037319,896037322,896037325,1,2,4,12,0,-1,3269,-896037316,896037319,3,3,14,3292
4127,896048213,896048214,896048216,896048219,896048226,896048227,896048226,896051571,0,896051573,896051576,896051580,1,2,3,10,1,0,3345,-896051571,896051573,3,4,13,3367
4128,896055364,896055365,896055367,896055370,896055376,896055385,896055377,896058955,0,896058957,896058960,896058964,1,2,3,9,9,1,3578,-896058955,896058957,3,4,13,3600
4129,962181998,962182000,962182002,962182020,962182045,962182048,962182035,962185509,0,962185512,962185519,962185523,2,2,18,43,3,-10,3474,-962185509,962185512,7,4,37,3525
4130,189436332,189436333,189436335,189436352,189436371,189436373,189436366,189438821,0,189438824,189438830,189438835,1,2,17,36,2,-5,2455,-189438821,189438824,6,5,34,2503
4131,189439684,189439685,189439687,189439690,189439695,189439705,189439697,189442061,0,189442063,189442066,189442070,1,2,3,8,10,2,2364,-189442061,189442063,3,4,13,2386
4132,254343272,254343274,254343276,254343295,254343321,254343324,254343309,254346727,0,254346730,254346735,254346740,2,2,19,45,3,-12,3418,-254346727,254346730,5,5,37,3468
4133,303487389,303487390,303487392,2147483647,2147483647,303487406,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,1,2,1843996255,1843996255,-1843996241,0,0,0,0,0,0,1843996258,1843996258
4134,303487453,303487454,303487456,2147483647,2147483647,303487460,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,1,2,1843996191,1843996191,-1843996187,0,0,0,0,0,0,1843996194,1843996194
4135,303487531,303487532,303487534,2147483647,2147483647,303487536,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,1,2,1843996113,1843996113,-1843996111,0,0,0,0,0,0,1843996116,1843996116
4136,303488189,303488191,303488193,2147483647,2147483647,303488196,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2,2,1843995454,1843995454,-1843995451,0,0,0,0,0,0,1843995458,1843995458
4137,303488190,303488192,303488196,2147483647,2147483647,303488203,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2,4,1843995451,1843995451,-1843995444,0,0,0,0,0,0,1843995457,1843995457
4138,303488254,303488255,303488257,2147483647,2147483647,303488259,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,1,2,1843995390,1843995390,-1843995388,0,0,0,0,0,0,1843995393,1843995393
4139,303488824,303488824,303488826,2147483647,2147483647,303488829,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,0,2,1843994821,1843994821,-1843994818,0,0,0,0,0,0,1843994823,1843994823
4140,303488907,303488908,303488910,2147483647,2147483647,303488916,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,1,2,1843994737,1843994737,-1843994731,0,0,0,0,0,0,1843994740,1843994740
4141,303488908,303488909,303488913,2147483647,2147483647,303488923,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,1,4,1843994734,1843994734,-1843994724,0,0,0,0,0,0,1843994739,1843994739
4142,303488981,303488982,303488983,2147483647,2147483647,303488986,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,1,1,1843994664,1843994664,-1843994661,0,0,0,0,0,0,1843994666,1843994666
4143,303489063,303489064,303489066,2147483647,2147483647,303489068,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,1,2,1843994581,1843994581,-1843994579,0,0,0,0,0,0,1843994584,1843994584
4144,303489237,303489238,303489240,2147483647,2147483647,303489245,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,1,2,1843994407,1843994407,-1843994402,0,0,0,0,0,0,1843994410,1843994410
4145,303489237,303489239,303489242,2147483647,2147483647,303489251,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2,3,1843994405,1843994405,-1843994396,0,0,0,0,0,0,1843994410,1843994410
4146,303489313,303489314,303489315,2147483647,2147483647,303489321,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,1,1,1843994332,1843994332,-1843994326,0,0,0,0,0,0,1843994334,1843994334
4147,303489313,303489315,303489318,2147483647,2147483647,303489328,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2,3,1843994329,1843994329,-1843994319,0,0,0,0,0,0,1843994334,1843994334
4148,303489381,303489381,303489383,2147483647,2147483647,303489386,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,0,2,1843994264,1843994264,-1843994261,0,0,0,0,0,0,1843994266,1843994266
4149,303489460,303489460,303489462,2147483647,2147483647,303489464,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,0,2,1843994185,1843994185,-1843994183,0,0,0,0,0,0,1843994187,1843994187
4150,303489551,303489552,303489554,2147483647,2147483647,303489559,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,1,2,1843994093,1843994093,-1843994088,0,0,0,0,0,0,1843994096,1843994096
4151,303489552,303489553,303489557,2147483647,2147483647,303489566,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,1,4,1843994090,1843994090,-1843994081,0,0,0,0,0,0,1843994095,1843994095
4152,303489622,303489623,303489624,2147483647,2147483647,303489627,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,1,1,1843994023,1843994023,-1843994020,0,0,0,0,0,0,1843994025,1843994025
4153,303489702,303489702,303489704,2147483647,2147483647,303489707,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,0,2,1843993943,1843993943,-1843993940,0,0,0,0,0,0,1843993945,1843993945
4154,303489790,303489791,303489793,2147483647,2147483647,303489795,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,1,2,1843993854,1843993854,-1843993852,0,0,0,0,0,0,1843993857,1843993857
4155,303489790,303489792,303489795,2147483647,2147483647,303489801,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2,3,1843993852,1843993852,-1843993846,0,0,0,0,0,0,1843993857,1843993857
4156,303493504,303493505,303493507,2147483647,2147483647,303493510,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,1,2,1843990140,1843990140,-1843990137,0,0,0,0,0,0,1843990143,1843990143
4157,303493504,303493506,303493510,303493517,303493534,303493537,303493534,303496152,0,303496155,303496161,303496166,2,4,7,24,3,0,2618,-303496152,303496155,6,5,30,2662
4158,303493565,303493566,303493568,2147483647,2147483647,303493575,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,1,2,1843990079,1843990079,-1843990072,0,0,0,0,0,0,1843990082,1843990082
4159,303495028,303495029,303495031,2147483647,2147483647,303495034,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,1,2,1843988616,1843988616,-1843988613,0,0,0,0,0,0,1843988619,1843988619
4160,303495028,303495030,303495034,2147483647,2147483647,303495040,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2,4,1843988613,1843988613,-1843988607,0,0,0,0,0,0,1843988619,1843988619
4161,303495102,303495103,303495105,2147483647,2147483647,303495108,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,1,2,1843988542,1843988542,-1843988539,0,0,0,0,0,0,1843988545,1843988545
4162,303495102,303495104,303495108,2147483647,2147483647,303495114,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2,4,1843988539,1843988539,-1843988533,0,0,0,0,0,0,1843988545,1843988545
4163,303495179,303495180,303495182,2147483647,2147483647,303495185,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,1,2,1843988465,1843988465,-1843988462,0,0,0,0,0,0,1843988468,1843988468
4164,303495179,303495181,303495185,2147483647,2147483647,303495191,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2,4,1843988462,1843988462,-1843988456,0,0,0,0,0,0,1843988468,1843988468
4165,303495663,303495664,303495666,2147483647,2147483647,303495672,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,1,2,1843987981,1843987981,-1843987975,0,0,0,0,0,0,1843987984,1843987984
4166,303495663,303495665,303495669,2147483647,2147483647,303495678,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2,4,1843987978,1843987978,-1843987969,0,0,0,0,0,0,1843987984,1843987984
4167,303495731,303495731,303495733,2147483647,2147483647,303495735,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,0,2,1843987914,1843987914,-1843987912,0,0,0,0,0,0,1843987916,1843987916
4168,303496301,303496301,303496303,2147483647,2147483647,303496306,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,0,2,1843987344,1843987344,-1843987341,0,0,0,0,0,0,1843987346,1843987346
4169,303496464,303496464,303496466,2147483647,2147483647,303496469,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,0,2,1843987181,1843987181,-1843987178,0,0,0,0,0,0,1843987183,1843987183
4170,303496535,303496535,303496537,2147483647,2147483647,303496540,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,0,2,1843987110,1843987110,-1843987107,0,0,0,0,0,0,1843987112,1843987112
4171,303496705,303496706,303496708,2147483647,2147483647,303496710,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,1,2,1843986939,1843986939,-1843986937,0,0,0,0,0,0,1843986942,1843986942
4172,303496778,303496779,303496781,2147483647,2147483647,303496783,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,1,2,1843986866,1843986866,-1843986864,0,0,0,0,0,0,1843986869,1843986869
4173,303496943,303496943,303496945,2147483647,2147483647,303496947,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,0,2,1843986702,1843986702,-1843986700,0,0,0,0,0,0,1843986704,1843986704
4174,303497033,303497036,303497038,2147483647,2147483647,303497044,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,3,2,1843986609,1843986609,-1843986603,0,0,0,0,0,0,1843986614,1843986614
4175,303497034,303497037,303497041,2147483647,2147483647,303497058,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,3,4,1843986606,1843986606,-1843986589,0,0,0,0,0,0,1843986613,1843986613
4176,303497034,303497037,303497043,2147483647,2147483647,303497058,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,3,6,1843986604,1843986604,-1843986589,0,0,0,0,0,0,1843986613,1843986613
4177,303497035,303497038,303497046,2147483647,2147483647,303497059,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,3,8,1843986601,1843986601,-1843986588,0,0,0,0,0,0,1843986612,1843986612
4178,303497035,303497038,303497048,2147483647,2147483647,303497060,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,3,10,1843986599,1843986599,-1843986587,0,0,0,0,0,0,1843986612,1843986612
4179,303497048,303497051,303497052,2147483647,2147483647,303497060,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,3,1,1843986595,1843986595,-1843986587,0,0,0,0,0,0,1843986599,1843986599
4180,303497048,303497052,303497055,2147483647,2147483647,303497069,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,4,3,1843986592,1843986592,-1843986578,0,0,0,0,0,0,1843986599,1843986599
4181,303497048,303497052,303497058,2147483647,2147483647,303497069,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,4,6,1843986589,1843986589,-1843986578,0,0,0,0,0,0,1843986599,1843986599
4182,303516797,303516798,303516800,2147483647,2147483647,303516803,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,1,2,1843966847,1843966847,-1843966844,0,0,0,0,0,0,1843966850,1843966850
4183,303516798,303516800,303516804,2147483647,2147483647,303516810,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2,4,1843966843,1843966843,-1843966837,0,0,0,0,0,0,1843966849,1843966849
4184,303517558,303517559,303517561,2147483647,2147483647,303517563,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,1,2,1843966086,1843966086,-1843966084,0,0,0,0,0,0,1843966089,1843966089
4185,303517558,303517560,303517564,2147483647,2147483647,303517570,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2,4,1843966083,1843966083,-1843966077,0,0,0,0,0,0,1843966089,1843966089
4186,303518245,303518246,303518248,2147483647,2147483647,303518254,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,1,2,1843965399,1843965399,-1843965393,0,0,0,0,0,0,1843965402,1843965402
4187,303518246,303518247,303518251,2147483647,2147483647,303518260,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,1,4,1843965396,1843965396,-1843965387,0,0,0,0,0,0,1843965401,1843965401
4188,311987792,311987792,311987795,2147483647,2147483647,311987807,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,0,3,1835495852,1835495852,-1835495840,0,0,0,0,0,0,1835495855,1835495855
4189,311987859,311987860,311987862,2147483647,2147483647,311987865,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,1,2,1835495785,1835495785,-1835495782,0,0,0,0,0,0,1835495788,1835495788
4190,311987940,311987941,311987943,2147483647,2147483647,311987945,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,1,2,1835495704,1835495704,-1835495702,0,0,0,0,0,0,1835495707,1835495707
4191,311988590,311988590,311988592,2147483647,2147483647,311988595,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,0,2,1835495055,1835495055,-1835495052,0,0,0,0,0,0,1835495057,1835495057
4192,311988674,311988675,311988677,2147483647,2147483647,311988679,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,1,2,1835494970,1835494970,-1835494968,0,0,0,0,0,0,1835494973,1835494973
4193,311988674,311988676,311988679,2147483647,2147483647,311988686,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2,3,1835494968,1835494968,-1835494961,0,0,0,0,0,0,1835494973,1835494973
4194,311989240,311989241,311989243,2147483647,2147483647,311989248,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,1,2,1835494404,1835494404,-1835494399,0,0,0,0,0,0,1835494407,1835494407
4195,311989240,311989242,311989246,2147483647,2147483647,311989257,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2,4,1835494401,1835494401,-1835494390,0,0,0,0,0,0,1835494407,1835494407
4196,311989307,311989308,311989309,2147483647,2147483647,311989312,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,1,1,1835494338,1835494338,-1835494335,0,0,0,0,0,0,1835494340,1835494340
4197,311989390,311989391,311989393,2147483647,2147483647,311989395,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,1,2,1835494254,1835494254,-1835494252,0,0,0,0,0,0,1835494257,1835494257
4198,311989471,311989472,311989474,2147483647,2147483647,311989476,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,1,2,1835494173,1835494173,-1835494171,0,0,0,0,0,0,1835494176,1835494176
4199,311989653,311989654,311989656,2147483647,2147483647,311989662,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,1,2,1835493991,1835493991,-1835493985,0,0,0,0,0,0,1835493994,1835493994
4200,311989653,311989655,311989659,2147483647,2147483647,311989668,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2,4,1835493988,1835493988,-1835493979,0,0,0,0,0,0,1835493994,1835493994
4201,311989653,311989656,311989662,2147483647,2147483647,311989668,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,3,6,1835493985,1835493985,-1835493979,0,0,0,0,0,0,1835493994,1835493994
4202,311989715,311989715,311989717,2147483647,2147483647,311989720,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,0,2,1835493930,1835493930,-1835493927,0,0,0,0,0,0,1835493932,1835493932
4203,311989790,311989790,311989792,2147483647,2147483647,311989794,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,0,2,1835493855,1835493855,-1835493853,0,0,0,0,0,0,1835493857,1835493857
4204,311989878,311989879,311989881,2147483647,2147483647,311989886,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,1,2,1835493766,1835493766,-1835493761,0,0,0,0,0,0,1835493769,1835493769
4205,311989878,311989880,311989883,2147483647,2147483647,311989892,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2,3,1835493764,1835493764,-1835493755,0,0,0,0,0,0,1835493769,1835493769
4206,311989951,311989952,311989954,2147483647,2147483647,311989956,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,1,2,1835493693,1835493693,-1835493691,0,0,0,0,0,0,1835493696,1835493696
4207,311990028,311990029,311990031,2147483647,2147483647,311990033,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,1,2,1835493616,1835493616,-1835493614,0,0,0,0,0,0,1835493619,1835493619
4208,311990119,311990120,311990122,2147483647,2147483647,311990127,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,1,2,1835493525,1835493525,-1835493520,0,0,0,0,0,0,1835493528,1835493528
4209,311990119,311990121,311990124,2147483647,2147483647,311990133,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2,3,1835493523,1835493523,-1835493514,0,0,0,0,0,0,1835493528,1835493528
4210,311990191,311990192,311990194,2147483647,2147483647,311990196,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,1,2,1835493453,1835493453,-1835493451,0,0,0,0,0,0,1835493456,1835493456
4211,311990270,311990270,311990272,2147483647,2147483647,311990274,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,0,2,1835493375,1835493375,-1835493373,0,0,0,0,0,0,1835493377,1835493377
4212,311990366,311990367,311990368,311990375,311990394,311990395,311990392,311992796,0,311992799,311992805,311992809,1,1,7,26,1,-2,2404,-311992796,311992799,6,4,26,2443
4213,311990366,311990368,311990397,2147483647,2147483647,311990411,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2,29,1835493250,1835493250,-1835493236,0,0,0,0,0,0,1835493281,1835493281
4214,311990455,311990456,311990458,2147483647,2147483647,311990460,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,1,2,1835493189,1835493189,-1835493187,0,0,0,0,0,0,1835493192,1835493192
4215,311990511,311990512,311990514,2147483647,2147483647,311990516,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,1,2,1835493133,1835493133,-1835493131,0,0,0,0,0,0,1835493136,1835493136
4216,311990605,311990606,311990608,2147483647,2147483647,311990611,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,1,2,1835493039,1835493039,-1835493036,0,0,0,0,0,0,1835493042,1835493042
4217,311990606,311990607,311990611,2147483647,2147483647,311990617,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,1,4,1835493036,1835493036,-1835493030,0,0,0,0,0,0,1835493041,1835493041
4218,311990674,311990675,311990677,2147483647,2147483647,311990679,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,1,2,1835492970,1835492970,-1835492968,0,0,0,0,0,0,1835492973,1835492973
4219,311990766,311990767,311990768,2147483647,2147483647,311990771,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,1,1,1835492879,1835492879,-1835492876,0,0,0,0,0,0,1835492881,1835492881
4220,311990766,311990768,311990771,2147483647,2147483647,311990778,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2,3,1835492876,1835492876,-1835492869,0,0,0,0,0,0,1835492881,1835492881
4221,311990929,311990929,311990931,2147483647,2147483647,311990937,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,0,2,1835492716,1835492716,-1835492710,0,0,0,0,0,0,1835492718,1835492718
4222,311990929,311990930,311990934,2147483647,2147483647,311990942,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,1,4,1835492713,1835492713,-1835492705,0,0,0,0,0,0,1835492718,1835492718
4223,311990995,311990996,311990998,2147483647,2147483647,311991000,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,1,2,1835492649,1835492649,-1835492647,0,0,0,0,0,0,1835492652,1835492652
4224,312015745,312015746,312015748,2147483647,2147483647,312015752,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,1,2,1835467899,1835467899,-1835467895,0,0,0,0,0,0,1835467902,1835467902
