index,req,ts,engine,cmdtr,tr,rsp,send,recv,rts,rengine,rtr,accep,rtt1,rtt2,rtt3,rtt4,rtt5,rtt6,rtt7,rtt8,rtt9,rtt10,rtt11,rtt
7185,982795091,982795092,982795094,982795102,982795114,982795115,982795103,982863137,982863137,982863140,982863145,982863149,1,2,8,20,1,-11,68034,0,3,5,4,68058
7187,982795095,982795096,982795124,982795128,982795134,982795155,982795141,982863223,982863223,982863225,982863230,982863234,1,28,4,10,21,7,68082,0,2,5,4,68139
7189,982795265,982795266,982795269,982795276,982795284,982795285,982795277,982861873,982861873,982861882,982861885,982861891,1,3,7,15,1,-7,66596,0,9,3,6,66626
7194,982795498,982795502,982795539,982795543,982795552,982795576,982795558,982863400,982863400,982863403,982863407,982863412,4,37,4,13,24,6,67842,0,3,4,5,67914
7195,982795647,982795648,982795652,982795659,982795666,982795667,982795660,982863566,982863566,982863569,982863574,982863579,1,4,7,14,1,-6,67906,0,3,5,5,67932
7196,982795647,982795650,982795668,982795672,982795677,982795704,982795686,982863312,982863312,982863315,982863319,982863324,3,18,4,9,27,9,67626,0,3,4,5,67677
7199,982796210,982796216,982796235,982796240,982796246,982796268,982796255,982863726,982863726,982863729,982863734,982863739,6,19,5,11,22,9,67471,0,3,5,5,67529
7207,982797117,982797121,982797135,982797140,982797152,982797174,982797144,982863983,982863983,982863989,982863994,982863998,4,14,5,17,22,-8,66839,0,6,5,4,66881
7210,982797117,982797121,982797165,982797169,982797176,982797197,982797184,982864148,982864148,982864151,982864156,982864160,4,44,4,11,21,8,66964,0,3,5,4,67043
7221,982798195,982798196,982798255,982798260,982798268,982798292,982798277,982864324,982864324,982864327,982864332,982864336,1,59,5,13,24,9,66047,0,3,5,4,66141
7222,982798509,982798511,982798514,982798522,982798533,982798535,982798523,982864489,982864489,982864492,982864497,982864501,2,3,8,19,2,-10,65966,0,3,5,4,65992
7224,982798509,982798513,982798551,982798557,982798564,982798591,982798574,982864411,982864411,982864414,982864418,982864423,4,38,6,13,27,10,65837,0,3,4,5,65914
7227,982799494,982799498,982799533,982799539,982799548,982799576,982799540,982864664,982864664,982864667,982864672,982864676,4,35,6,15,28,-8,65124,0,3,5,4,65182
7230,982799495,982799499,982799564,982799568,982799575,982799600,982799584,982864745,982864745,982864748,982864752,982864756,4,65,4,11,25,9,65161,0,3,4,4,65261
7239,982800019,982800023,982800051,982800055,982800067,982800086,982800072,982865265,982865265,982865268,982865273,982865277,4,28,4,16,19,5,65193,0,3,5,4,65258
7240,982800019,982800023,982800068,982800073,982800081,982800109,982800095,982865390,982865390,982865393,982865397,982865402,4,45,5,13,28,14,65295,0,3,4,5,65383
7241,982800068,982800069,982800082,982800086,982800093,982800109,982800095,982865559,982865559,982865562,982865566,982865571,1,13,4,11,16,2,65464,0,3,4,5,65503
7242,982801572,982801592,982801593,982801602,982801613,982801614,982801603,982865647,982865647,982865650,982865655,982865660,20,1,9,20,1,-10,64044,0,3,5,5,64088
7243,982801572,982801592,982801615,982801620,982801628,982801637,982801653,982865725,982865725,982865728,982865732,982865737,20,23,5,13,9,25,64072,0,3,4,5,64165
7245,982801574,982801592,982801636,982801640,982801647,982801666,982801653,982865815,982865815,982865818,982865823,982865827,18,44,4,11,19,6,64162,0,3,5,4,64253
7246,982801577,982801592,982801648,982801652,982801658,982801666,982801653,982896937,982896937,982896940,982896945,982896950,15,56,4,10,8,-5,95284,0,3,5,5,95373
7247,982801577,982801592,982801659,982801663,982801668,982801697,982801675,982894865,982894865,982894868,982894874,982894878,15,67,4,9,29,7,93190,0,3,6,4,93301
7248,982801581,982801592,982801669,982801673,982801679,982801697,982801678,982897106,982897106,982897110,982897114,982897119,11,77,4,10,18,-1,95428,0,4,4,5,95538
7249,982801582,982801593,982801680,982801685,982801691,982801697,982801723,982894705,982894705,982894708,982894713,982894718,11,87,5,11,6,32,92982,0,3,5,5,93136
7252,982801583,982801593,982801702,982801705,982801711,982801734,982801724,982897381,982897381,982897384,982897389,982897393,10,109,3,9,23,13,95657,0,3,5,4,95810
7253,982801585,982801593,982801712,982801716,982801722,982801734,982801724,982897880,982897880,982897883,982897888,982897892,8,119,4,10,12,2,96156,0,3,5,4,96307
7254,982801587,982801593,982801723,982801727,982801733,982801734,982801751,982897190,982897190,982897193,982897197,982897202,6,130,4,10,1,18,95439,0,3,4,5,95615
7255,982801645,982801652,982801739,982801742,982801749,982801760,982801752,982899185,982899185,982899188,982899193,982899198,7,87,3,10,11,3,97433,0,3,5,5,97553
7256,982803074,982803081,982803083,982803093,982803105,982803106,982803094,982900795,982900795,982900798,982900802,982900807,7,2,10,22,1,-11,97701,0,3,4,5,97733
7257,982803077,982803082,982803107,982803112,982803119,982803143,982803128,982899273,982899273,982899276,982899281,982899286,5,25,5,12,24,9,96145,0,3,5,5,96209
7258,982803078,982803082,982803120,982803125,982803131,982803143,982803129,982895367,982895367,982895370,982895375,982895379,4,38,5,11,12,-2,92238,0,3,5,4,92301
7259,982803078,982803083,982803132,982803136,982803142,982803170,982803154,982898174,982898174,982898177,982898182,982898186,5,49,4,10,28,12,95020,0,3,5,4,95108
7260,982803078,982803083,982803144,982803148,982803154,982803170,982803154,982895495,982895495,982895497,982895502,982895507,5,61,4,10,16,0,92341,0,2,5,5,92429
7261,982803078,982803083,982803155,982803159,982803165,982803203,982803178,982896766,982896766,982896769,982896774,982896778,5,72,4,10,38,13,93588,0,3,5,4,93700
7262,982803085,982803086,982803166,982803170,982803176,982803203,982803178,982898243,982898243,982898247,982898252,982898256,1,80,4,10,27,2,95065,0,4,5,4,95171
7263,982803085,982803086,982803177,982803181,982803187,982803203,982803215,982898518,982898518,982898521,982898526,982898530,1,91,4,10,16,28,95303,0,3,5,4,95445
7425,992804449,992804450,992804454,992804467,992804477,992804477,992804468,992870901,992870901,992870904,992870909,992870913,1,4,13,23,0,-9,66433,0,3,5,4,66464
7426,992804449,992804452,992804478,992804483,992804488,992804507,992804496,992870623,992870623,992870626,992870630,992870635,3,26,5,10,19,8,66127,0,3,4,5,66186
7427,992804611,992804612,992804615,992804623,992804630,992804631,992804624,992841249,992841249,992841253,992841259,992841265,1,3,8,15,1,-6,36625,0,4,6,6,36654
7431,992805049,992805052,992805075,992805080,992805092,992805108,992805089,992871393,992871393,992871396,992871400,992871411,3,23,5,17,16,-3,66304,0,3,4,11,66362
7432,992805384,992805386,992805389,992805398,992805411,992805412,992805399,992870953,992870953,992870956,992870960,992870965,2,3,9,22,1,-12,65554,0,3,4,5,65581
7434,992805562,992805563,992805566,992805575,992805586,992805587,992805576,992871268,992871268,992871271,992871276,992871281,1,3,9,20,1,-10,65692,0,3,5,5,65719
7435,992805562,992805564,992805588,992805592,992805597,992805623,992805610,992872585,992872585,992872588,992872593,992872598,2,24,4,9,26,13,66975,0,3,5,5,67036
7438,992805836,992805839,992805857,992805862,992805868,992805892,992805875,992872757,992872757,992872760,992872765,992872770,3,18,5,11,24,7,66882,0,3,5,5,66934
7439,992805836,992805839,992805869,992805873,992805878,992805892,992805875,992873878,992873878,992873881,992873886,992873890,3,30,4,9,14,-3,68003,0,3,5,4,68054
7440,992806062,992806064,992806067,992806075,992806082,992806083,992806076,992841252,992841252,992841277,992841280,992841293,2,3,8,15,1,-6,35176,0,25,3,13,35231
7445,992806409,992806412,992806439,992806444,992806449,992806478,992806455,992875168,992875168,992875171,992875175,992875180,3,27,5,10,29,6,68713,0,3,4,5,68771
7446,992806409,992806413,992806450,992806454,992806458,992806478,992806455,992875341,992875341,992875344,992875349,992875353,4,37,4,8,20,-3,68886,0,3,5,4,68944
7448,992806561,992806563,992806582,992806587,992806592,992806613,992806600,992875698,992875698,992875702,992875706,992875711,2,19,5,10,21,8,69098,0,4,4,5,69150
7449,992806861,992806863,992806866,992806873,992806880,992806881,992806874,992874753,992874753,992874756,992874761,992874766,2,3,7,14,1,-6,67879,0,3,5,5,67905
7450,992806861,992806864,992806882,992806886,992806891,992806915,992806900,992874833,992874833,992874836,992874841,992874845,3,18,4,9,24,9,67933,0,3,5,4,67984
7451,992806861,992806865,992806892,992806895,992806899,992806915,992806900,992874912,992874912,992874915,992874919,992874924,4,27,3,7,16,1,68012,0,3,4,5,68063
7452,992806924,992806927,992806931,992806939,992806946,992806946,992806940,992875005,992875005,992875008,992875013,992875017,3,4,8,15,0,-6,68065,0,3,5,4,68093
7458,992807298,992807299,992807302,992807307,992807314,992807315,992807308,992875443,992875443,992875446,992875450,992875454,1,3,5,12,1,-6,68135,0,3,4,4,68156
7459,992807298,992807300,992807315,992807319,992807324,992807330,992807335,992875784,992875784,992875787,992875792,992875796,2,15,4,9,6,11,68449,0,3,5,4,68498
7460,992807943,992807948,992807951,992807958,992807966,992807967,992807959,992875618,992875618,992875621,992875625,992875630,5,3,7,15,1,-7,67659,0,3,4,5,67687
7463,992807946,992807950,992807995,992808000,992808010,992808036,992808020,992876217,992876217,992876220,992876225,992876230,4,45,5,15,26,10,68197,0,3,5,5,68284
7465,992807946,992807951,992808025,992808030,992808037,992808062,992808048,992876490,992876490,992876493,992876497,992876501,5,74,5,12,25,11,68442,0,3,4,4,68555
7466,992807952,992807953,992808038,992808041,992808046,992808062,992808049,992876402,992876402,992876405,992876410,992876415,1,85,3,8,16,3,68353,0,3,5,5,68463
7470,992808367,992808374,992808387,992808390,992808398,992808422,992808400,992876134,992876134,992876137,992876141,992876146,7,13,3,11,24,2,67734,0,3,4,5,67779
7601,2809311,2809313,2809315,2809328,2809339,2809341,2809329,2844688,2844688,2844691,2844696,2844701,2,2,13,24,2,-10,35359,0,3,5,5,35390
7605,2809922,2809923,2809925,2809934,2809946,2809947,2809935,2845736,2845736,2845739,2845744,2845749,1,2,9,21,1,-11,35801,0,3,5,5,35827
7606,2809994,2809995,2809998,2810007,2810014,2810015,2810008,2875850,2875850,2875853,2875858,2875864,1,3,9,16,1,-6,65842,0,3,5,6,65870
7610,2810378,2810380,2810391,2810396,2810402,2810424,2810410,2876014,2876014,2876018,2876023,2876027,2,11,5,11,22,8,65604,0,4,5,4,65649
7612,2810536,2810537,2810540,2810545,2810551,2810552,2810547,2845518,2845518,2845521,2845526,2845530,1,3,5,11,1,-4,34971,0,3,5,4,34994
7613,2810585,2810586,2810589,2810597,2810603,2810604,2810598,2875923,2875923,2875925,2875930,2875934,1,3,8,14,1,-5,65325,0,2,5,4,65349
7614,2810742,2810743,2810746,2810756,2810766,2810767,2810757,2876967,2876967,2876971,2876975,2876981,1,3,10,20,1,-9,66210,0,4,4,6,66239
7615,2810860,2810861,2810864,2810873,2810884,2810884,2810874,2876179,2876179,2876182,2876187,2876191,1,3,9,20,0,-10,65305,0,3,5,4,65331
7619,2811187,2811189,2811200,2811205,2811218,2811230,2811213,2877051,2877051,2877054,2877059,2877064,2,11,5,18,12,-5,65838,0,3,5,5,65877
7620,2811235,2811242,2811245,2811254,2811264,2811265,2811255,2876799,2876799,2876802,2876807,2876812,7,3,9,19,1,-9,65544,0,3,5,5,65577
7621,2811457,2811458,2811461,2811469,2811479,2811480,2811470,2877135,2877135,2877138,2877144,2877148,1,3,8,18,1,-9,65665,0,3,6,4,65691
7622,2811457,2811459,2811480,2811484,2811489,2811495,2811501,2877226,2877226,2877229,2877234,2877238,2,21,4,9,6,12,65725,0,3,5,4,65781
7623,2811906,2811908,2811910,2811919,2811930,2811931,2811920,2878001,2878001,2878004,2878009,2878014,2,2,9,20,1,-10,66081,0,3,5,5,66108
7624,2811960,2811961,2811964,2811972,2811979,2811980,2811973,2878080,2878080,2878083,2878087,2878092,1,3,8,15,1,-6,66107,0,3,4,5,66132
7626,2812106,2812107,2812110,2812115,2812126,2812127,2812116,2878173,2878173,2878176,2878180,2878185,1,3,5,16,1,-10,66057,0,3,4,5,66079
7627,2812106,2812108,2812128,2812132,2812139,2812161,2812146,2878336,2878336,2878339,2878343,2878347,2,20,4,11,22,7,66190,0,3,4,4,66241
7628,2812188,2812189,2812193,2812200,2812211,2812212,2812201,2877656,2877656,2877659,2877663,2877668,1,4,7,18,1,-10,65455,0,3,4,5,65480
7629,2812322,2812323,2812326,2812334,2812344,2812344,2812335,2878278,2878278,2878281,2878285,2878289,1,3,8,18,0,-9,65943,0,3,4,4,65967
7814,12813584,12813585,12813588,12813602,12813613,12813613,12813603,12849329,12849329,12849332,12849337,12849342,1,3,14,25,0,-10,35726,0,3,5,5,35758
7821,12814433,12814435,12814443,12814451,12814464,12814465,12814457,12849869,12849869,12849873,12849877,12849883,2,8,8,21,1,-7,35412,0,4,4,6,35450
7824,12814952,12814953,12814955,12814959,12814968,12814969,12814960,12879671,12879671,12879675,12879681,12879687,1,2,4,13,1,-8,64711,0,4,6,6,64735
7987,22815510,22815511,22815514,22815528,22815540,22815541,22815530,22850358,22850358,22850361,22850366,22850369,1,3,14,26,1,-10,34828,0,3,5,3,34859
7992,22816014,22816017,22816019,22816027,22816033,22816034,22816028,22850248,22850248,22850252,22850258,22850264,3,2,8,14,1,-5,34220,0,4,6,6,34250
7994,22816202,22816203,22816206,22816215,22816228,22816229,22816216,22851214,22851214,22851218,22851223,22851229,1,3,9,22,1,-12,34998,0,4,5,6,35027
7997,22816651,22816652,22816654,22816660,22816671,22816672,22816661,22852791,22852791,22852796,22852800,22852805,1,2,6,17,1,-10,36130,0,5,4,5,36154
7998,22816651,22816653,22816673,22816678,22816685,22816705,22816691,22852787,22852787,22852790,22852796,22852802,2,20,5,12,20,6,36096,0,3,6,6,36151
7999,22816741,22816742,22816745,22816754,22816764,22816765,22816755,22881877,22881877,22881880,22881886,22881891,1,3,9,19,1,-9,65122,0,3,6,5,65150
8000,22816828,22816829,22816832,22816841,22816850,22816851,22816842,22852792,22852792,22852800,22852803,22852809,1,3,9,18,1,-8,35950,0,8,3,6,35981
8001,22816875,22816877,22816879,22816887,22816897,22816898,22816888,22882038,22882038,22882042,22882047,22882052,2,2,8,18,1,-9,65150,0,4,5,5,65177
8190,32817950,32817951,32817954,32817967,32817977,32817978,32817968,32853260,32853260,32853263,32853269,32853273,1,3,13,23,1,-9,35292,0,3,6,4,35323
8197,32818663,32818664,32818666,32818675,32818688,32818688,32818677,32854272,32854272,32854275,32854281,32854286,1,2,9,22,0,-11,35595,0,3,6,5,35623
8388,42819872,42819874,42819877,42819890,42819902,42819903,42819892,42854814,42854814,42854817,42854823,42854827,2,3,13,25,1,-10,34922,0,3,6,4,34955
8393,42820279,42820280,42820282,42820289,42820295,42820296,42820289,42855372,42855372,42855375,42855380,42855385,1,2,7,13,1,-6,35083,0,3,5,5,35106
8398,42820721,42820722,42820724,42820729,42820742,42820743,42820730,42855845,42855845,42855847,42855852,42855856,1,2,5,18,1,-12,35115,0,2,5,4,35135
8399,42820826,42820827,42820830,42820838,42820845,42820846,42820839,42855767,42855767,42855770,42855774,42855778,1,3,8,15,1,-6,34928,0,3,4,4,34952
8400,42821013,42821014,42821017,42821026,42821037,42821037,42821027,42885640,42885640,42885643,42885650,42885656,1,3,9,20,0,-10,64613,0,3,7,6,64643
8575,52822383,52822385,52822387,52822399,52822412,52822412,52822400,52858258,52858258,52858260,52858266,52858271,2,2,12,25,0,-12,35858,0,2,6,5,35888
8576,52822384,52822387,52822413,52822420,52822428,52822445,52822432,52858352,52858352,52858356,52858360,52858364,3,26,7,15,17,4,35920,0,4,4,4,35980
8578,52822455,52822458,52822464,52822473,52822481,52822482,52822474,52857312,52857312,52857315,52857320,52857325,3,6,9,17,1,-7,34838,0,3,5,5,34870
8804,62824206,62824207,62824210,62824221,62824232,62824233,62824223,62859273,62859273,62859277,62859282,62859287,1,3,11,22,1,-9,35050,0,4,5,5,35081
8811,62825676,62825679,62825702,62825706,62825717,62825742,62825716,62861221,62861221,62861224,62861230,62861235,3,23,4,15,25,-1,35505,0,3,6,5,35559
8812,62825676,62825680,62825718,62825724,62825729,62825742,62825726,62860290,62860290,62860293,62860299,62860303,4,38,6,11,13,-3,34564,0,3,6,4,34627
8813,62825825,62825826,62825830,62825839,62825850,62825851,62825840,62861266,62861266,62861269,62861273,62861278,1,4,9,20,1,-10,35426,0,3,4,5,35453
9085,72827074,72827078,72827100,72827112,72827126,72827127,72827118,72862519,72862519,72862522,72862529,72862534,4,22,12,26,1,-8,35401,0,3,7,5,35460
9313,82828126,82828127,82828130,82828145,82828157,82828158,82828146,82862291,82862291,82862294,82862302,82862308,1,3,15,27,1,-11,34145,0,3,8,6,34182
9318,82828693,82828696,82828704,82828713,82828727,82828727,82828718,82864165,82864165,82864168,82864174,82864179,3,8,9,23,0,-9,35447,0,3,6,5,35486
9319,82828693,82828696,82828728,82828733,82828738,82828760,82828746,82863525,82863525,82863528,82863533,82863537,3,32,5,10,22,8,34779,0,3,5,4,34844
9339,84694782,84694785,84694787,84694800,84694813,84694816,84694801,84730380,84730380,84730383,84730390,84730395,3,2,13,26,3,-12,35579,0,3,7,5,35613
9422,92829846,92829848,92829864,92829869,92829880,92829894,92829878,92865026,92865026,92865029,92865034,92865039,2,16,5,16,14,-2,35148,0,3,5,5,35193
9628,102830900,102830902,102830904,102830918,102830930,102830931,102830920,102865799,102865799,102865817,102865821,102865825,2,2,14,26,1,-10,34879,0,18,4,4,34925
9633,102831666,102831669,102831682,102831686,102831700,102831715,102831699,102866951,102866951,102866954,102866960,102866966,3,13,4,18,15,-1,35252,0,3,6,6,35300
9772,111665446,111665448,111665450,111665465,111665478,111665480,111665466,111700880,111700880,111700884,111700891,111700897,2,2,15,28,2,-12,35414,0,4,7,6,35451
9806,112832201,112832203,112832208,112832220,112832237,112832238,112832222,112867618,112867618,112867622,112867628,112867634,2,5,12,29,1,-15,35396,0,4,6,6,35433
9892,117682010,117682012,117682014,117682028,117682040,117682041,117682031,117717089,117717089,117717092,117717100,117717105,2,2,14,26,1,-9,35058,0,3,8,5,35095
9998,122832842,122832844,122832846,122832863,122832877,122832880,122832865,122867415,122867415,122867419,122867427,122867433,2,2,17,31,3,-12,34550,0,4,8,6,34591
10002,122833405,122833408,122833416,122833426,122833442,122833443,122833431,122868754,122868754,122868757,122868763,122868768,3,8,10,26,1,-11,35323,0,3,6,5,35363
10588,152835440,152835441,152835443,152835456,152835475,152835475,152835457,152870982,152870982,152870988,152870994,152870999,1,2,13,32,0,-18,35525,0,6,6,5,35559
10728,162835809,162835811,162835813,162835827,162835840,162835841,162835829,162870859,162870859,162870863,162870870,162870874,2,2,14,27,1,-11,35030,0,4,7,4,35065
10911,172837125,172837126,172837128,172837140,172837159,172837159,172837142,172872591,172872591,172872595,172872601,172872606,1,2,12,31,0,-17,35449,0,4,6,5,35481
11075,182837487,182837488,182837491,182837505,182837517,182837517,182837506,182872046,182872046,182872049,182872055,182872060,1,3,14,26,0,-11,34540,0,3,6,5,34573
11235,192838292,192838293,192838295,192838307,192838324,192838325,192838309,192873478,192873478,192873481,192873488,192873492,1,2,12,29,1,-15,35169,0,3,7,4,35200
11402,202838765,202838766,202838769,202838784,202838796,202838797,202838785,202873018,202873018,202873021,202873029,202873034,1,3,15,27,1,-11,34233,0,3,8,5,34269
11571,212840277,212840279,212840281,212840293,212840310,212840311,212840295,212875574,212875574,212875726,212875733,212875737,2,2,12,29,1,-15,35279,0,152,7,4,35460
11676,222676344,222676347,222676349,222676364,222676375,222676377,222676365,222712967,222712967,222712970,222712977,222712983,3,2,15,26,2,-10,36602,0,3,7,6,36639
11680,222840688,222840689,222840692,222840704,222840714,222840729,222840705,222875785,222875785,222875788,222875794,222875798,1,3,12,22,15,-9,35080,0,3,6,4,35110
11804,232842278,232842279,232842281,232842295,232842313,232842314,232842296,232877680,232877680,232877683,232877689,232877695,1,2,14,32,1,-17,35384,0,3,6,6,35417
11828,234675218,234675220,234675222,234675234,234675246,234675248,234675236,234710668,234710668,234710672,234710679,234710684,2,2,12,24,2,-10,35432,0,4,7,5,35466
11963,242842960,242842962,242842965,242842983,242843002,242843004,242842989,242877450,242877450,242877454,242877463,242877468,2,3,18,37,2,-13,34461,0,4,9,5,34508
12323,262844670,262844672,262844674,262844691,262844704,262844706,262844692,262878829,262878829,262878832,262878841,262878847,2,2,17,30,2,-12,34137,0,3,9,6,34177
12696,282846049,282846051,282846054,282846072,282846086,282846088,282846074,282881303,282881303,282881307,282881315,282881321,2,3,18,32,2,-12,35229,0,4,8,6,35272
13055,302847510,302847514,302847517,302847535,302847548,302847550,302847537,302882476,302882476,302882479,302882488,302882493,4,3,18,31,2,-11,34939,0,3,9,5,34983
13339,322849372,322849374,322849376,322849394,322849407,322849409,322849396,322883802,322883802,322883805,322883814,322883820,2,2,18,31,2,-11,34406,0,3,9,6,34448
13554,342850794,342850796,342850798,342850817,342850829,342850832,342850818,342885944,342885944,342885948,342885956,342885962,2,2,19,31,3,-11,35126,0,4,8,6,35168
13844,367230808,367230810,367230812,367230828,367230841,367230842,367230830,367265255,367265255,367265258,367265266,367265271,2,2,16,29,1,-11,34425,0,3,8,5,34463
17821,651931596,651931597,651931600,651931615,651931628,651931630,651931617,651966149,651966149,651966153,651966160,651966166,1,3,15,28,2,-11,34532,0,4,7,6,34570
28829,533215075,533215077,533215080,533215100,533215120,533215121,533215102,533250765,533250765,533250769,533250776,533250782,2,3,20,40,1,-18,35663,0,4,7,6,35707
38601,399639943,399639944,399639947,399639964,399639977,399639979,399639966,399674879,399674879,399674883,399674891,399674896,1,3,17,30,2,-11,34913,0,4,8,5,34953
40788,962496815,962496817,962496820,962496839,962496860,962496861,962496841,962532455,962532455,962532459,962532467,962532472,2,3,19,40,1,-19,35614,0,4,8,5,35657
40829,973700397,973700398,973700401,973700417,973700431,973700433,973700419,973734910,973734910,973734913,973734921,973734926,1,3,16,30,2,-12,34491,0,3,8,5,34529
42005,248454895,248454897,248454900,248454916,248454932,248454934,248454919,248489461,248489461,248489465,248489473,248489478,2,3,16,32,2,-13,34542,0,4,8,5,34583
42077,275147264,275147265,275147268,275147284,275147299,275147301,275147286,275181859,275181859,275181863,275181870,275181876,1,3,16,31,2,-13,34573,0,4,7,6,34612
42136,292554781,292554784,292554786,292554803,292554817,292554819,292554804,292590044,292590044,292590048,292590056,292590062,3,2,17,31,2,-13,35240,0,4,8,6,35281
42167,305618568,305618570,305618573,305618589,305618604,305618605,305618591,305654744,305654744,305654748,305654756,305654761,2,3,16,31,1,-13,36153,0,4,8,5,36193
52096,204884088,204884090,204884093,204884112,204884133,204884135,204884114,204918921,204918921,204919115,204919123,204919128,2,3,19,40,2,-19,34807,0,194,8,5,35040
52099,205698395,205698397,205698399,205698419,205698439,205698441,205698421,205733884,205733884,205734195,205734203,205735251,2,2,20,40,2,-18,35463,0,311,8,1048,36856
52277,235852671,235852673,235852675,235852695,235852714,235852715,235852696,235888328,235888328,235888332,235888340,235888345,2,2,20,39,1,-18,35632,0,4,8,5,35674
52429,265875378,265875380,265875383,265875402,265875423,265875425,265875404,265911241,265911241,265911392,265911400,265912451,2,3,19,40,2,-19,35837,0,151,8,1051,37073
57358,476640141,476640143,476640145,476640161,476640176,476640177,476640163,476676001,476676001,476676005,476676012,476676018,2,2,16,31,1,-13,35838,0,4,7,6,35877
64050,515764937,515764939,515764942,515764962,515764982,515764984,515764965,515800483,515800483,515800487,515800495,515800500,2,3,20,40,2,-17,35518,0,4,8,5,35563
70523,247965909,247965910,247965913,247965932,247965946,247965947,247965933,248000457,248000457,248000460,248000469,248000474,1,3,19,33,1,-13,34524,0,3,9,5,34565
76450,26606128,26606129,26606132,26606148,26606163,26606165,26606150,26640578,26640578,26640582,26640590,26640596,1,3,16,31,2,-13,34428,0,4,8,6,34468
76893,500830482,500830483,500830486,500830505,500830519,500830521,500830507,500865214,500865214,500865218,500865226,500865232,1,3,19,33,2,-12,34707,0,4,8,6,34750
